geometry;og_line_id;type;censored;f_set;length;id;Area;b_group
LINESTRING Z (-10.311171678067893 1.2658111563268204 0, -11.63893621499882 3.433262130322192 0, -11.63893621499882 3.433262130322192 0, -11.63893621499882 3.4332621303221935 0);357;fracture;1;1;2.5418;;;-9999
LINESTRING Z (-13.013318789390844 5.676812674603099 0, -13.256294127923615 6.073447107525226 0);358;fracture;1;1;0.4651;;;-9999
LINESTRING Z (-13.256294127923615 6.073447107525226 0, -13.399142984001944 6.306634456358 0);359;fracture;0;1;0.2735;;;-9999
LINESTRING Z (-13.399142984001944 6.306634456358 0, -13.719131886675726 6.828986303750413 0);360;fracture;0;1;0.6126;;;-9999
LINESTRING Z (-13.719131886675726 6.828986303750413 0, -13.976516006003356 7.249141718819037 0);361;fracture;0;1;0.4927;;;-9999
LINESTRING Z (-13.976516006003356 7.249141718819037 0, -14.924511168500961 8.796654836655254 0);362;fracture;1;1;1.8148;;;-9999
LINESTRING Z (-17.22559505173582 12.55295828145942 0, -17.392570207023805 12.825529549101882 0, -17.392570207023805 12.825529549101882 0, -17.392570207023805 12.825529549101883 0);363;fracture;1;1;0.3196;;;-9999
LINESTRING Z (-18.243696885999185 14.214913960288792 0, -19.1782716645948 15.740519561128812 0);364;fracture;1;1;1.7891;;;-9999
LINESTRING Z (-19.65771454847127 16.523165065455355 0, -19.856239924915414 16.847239107627974 0);365;fracture;1;1;0.38;;;-9999
LINESTRING Z (-19.856239924915414 16.847239107627974 0, -19.901101644967575 16.920471654602697 0);366;fracture;0;1;0.0859;;;-9999
LINESTRING Z (-19.901101644967575 16.920471654602697 0, -20.130482214276515 17.294913902859655 0);367;fracture;0;1;0.4391;;;-9999
LINESTRING Z (-20.130482214276515 17.294913902859655 0, -20.145311967937626 17.319122083695078 0);368;fracture;1;1;0.0284;;;-9999
LINESTRING Z (7.208148966129532 -25.979251950751177 0, 6.824327095250683 -25.352698774538155 0);369;fracture;1;1;0.7348;;;-9999
LINESTRING Z (5.301721086022512 -22.86718738609497 0, 3.3568497884170383 -19.692367550919688 0);370;fracture;1;1;3.7232;;;-9999
LINESTRING Z (3.3568497884170383 -19.692367550919688 0, 0.7389163644480831 -15.418836972408883 0);371;fracture;0;1;5.0117;;;-9999
LINESTRING Z (0.7389163644480831 -15.418836972408883 0, -2.622226798949242 -9.932086256741584 0);372;fracture;0;1;6.4344;;;-9999
LINESTRING Z (-2.622226798949242 -9.932086256741584 0, -2.8760850201245267 -9.517686539443119 0);373;fracture;0;1;0.486;;;-9999
LINESTRING Z (-2.8760850201245267 -9.517686539443119 0, -3.3940279233654334 -8.672193367364299 0);374;fracture;0;1;0.9915;;;-9999
LINESTRING Z (-3.3940279233654334 -8.672193367364299 0, -4.302104458344382 -7.189843661932411 0);375;fracture;0;1;1.7384;;;-9999
LINESTRING Z (-4.302104458344382 -7.189843661932411 0, -4.833799824375394 -6.321900885243615 0);376;fracture;0;1;1.0179;;;-9999
LINESTRING Z (-4.833799824375394 -6.321900885243615 0, -4.942278562632608 -6.144819527552842 0);377;fracture;0;1;0.2077;;;-9999
LINESTRING Z (-4.942278562632608 -6.144819527552842 0, -5.145796562740845 -5.8125954958884565 0);378;fracture;0;1;0.3896;;;-9999
LINESTRING Z (-5.145796562740845 -5.8125954958884565 0, -5.347608360244807 -5.483156679820367 0);379;fracture;1;1;0.3863;;;-9999
LINESTRING Z (-6.147228903686885 -4.177851200193445 0, -7.03189269428606 -2.733720602290322 0);380;fracture;1;1;1.6936;;;-9999
LINESTRING Z (-7.086523639618128 -2.644540712048655 0, -7.086523639618128 -2.6445407120486544 0, -7.086523639618128 -2.6445407120486544 0, -7.5924792481319425 -1.8186156734070043 0, -7.5924792481319425 -1.8186156734070043 0, -7.5924792481319425 -1.818615673407004 0);381;fracture;1;1;0.9686;;;-9999
LINESTRING Z (-9.768466626737611 1.7334794699548899 0, -9.768466626737611 1.73347946995489 0, -9.768466626737611 1.73347946995489 0, -10.143329277900579 2.345407560951892 0);382;fracture;1;1;0.7176;;;-9999
LINESTRING Z (-10.143329277900579 2.345407560951892 0, -11.079544110484186 3.8736903959812596 0);383;fracture;1;1;1.7922;;;-9999
LINESTRING Z (-12.262727471133221 5.805126171018291 0, -12.610486309562539 6.372809831866311 0);384;fracture;1;1;0.6657;;;-9999
LINESTRING Z (-12.610486309562539 6.372809831866311 0, -13.225862763693158 7.377354130030992 0);385;fracture;0;1;1.178;;;-9999
LINESTRING Z (-13.225862763693158 7.377354130030992 0, -14.270147414093083 9.08205079851528 0);386;fracture;1;1;1.9991;;;-9999
LINESTRING Z (-16.09244479766221 12.056780224604482 0, -16.692811474927286 13.036822470950636 0);387;fracture;1;1;1.1493;;;-9999
LINESTRING Z (-17.37429796350078 14.149285194829027 0, -18.47498242809442 15.94604926593418 0, -18.47498242809442 15.94604926593418 0, -18.47498242809442 15.946049265934182 0);388;fracture;1;1;2.1071;;;-9999
LINESTRING Z (-18.880178474033173 16.60749377661455 0, -18.908234344548635 16.65329235172606 0);389;fracture;1;1;0.0537;;;-9999
LINESTRING Z (-18.908234344548635 16.65329235172606 0, -18.960919401714513 16.739295762190036 0);390;fracture;0;1;0.1009;;;-9999
LINESTRING Z (-18.960919401714513 16.739295762190036 0, -19.39460242819565 17.447242594634094 0);391;fracture;0;1;0.8302;;;-9999
LINESTRING Z (-19.39460242819565 17.447242594634094 0, -19.474207713891435 17.577190751266848 0);392;fracture;0;1;0.1524;;;-9999
LINESTRING Z (-19.474207713891435 17.577190751266848 0, -19.596484574682552 17.77679624881343 0);393;fracture;1;1;0.2341;;;-9999
LINESTRING Z (8.211552908232651 -26.263631332140083 0, 7.495809309903244 -25.09524709217847 0);394;fracture;1;1;1.3702;;;-9999
LINESTRING Z (6.534296553722783 -23.52566777150353 0, 3.9103830433234017 -19.242375263224545 0);395;fracture;1;1;5.0231;;;-9999
LINESTRING Z (3.9103830433234017 -19.242375263224545 0, -2.1834475974094723 -9.294768748481163 0);396;fracture;0;1;11.6657;;;-9999
LINESTRING Z (-2.1834475974094723 -9.294768748481163 0, -3.7867839501468303 -6.677472652130036 0);397;fracture;0;1;3.0694;;;-9999
LINESTRING Z (-3.7867839501468303 -6.677472652130036 0, -4.2068295007069265 -5.9917877190256155 0);398;fracture;0;1;0.8041;;;-9999
LINESTRING Z (-4.2068295007069265 -5.9917877190256155 0, -5.485048391398742 -3.9052153618416345 0);399;fracture;1;1;2.447;;;-9999
LINESTRING Z (-5.5726820775931865 -3.762161594992283 0, -6.914216918358298 -1.5722318925571463 0);400;fracture;1;1;2.5682;;;-9999
LINESTRING Z (-9.032102133989989 1.885016923593539 0, -9.032102133989989 1.8850169235935392 0, -9.032102133989989 1.8850169235935392 0, -9.481174099976503 2.618084755274994 0);401;fracture;1;1;0.8597;;;-9999
LINESTRING Z (-9.481174099976503 2.618084755274994 0, -10.835725253044448 4.829262365749469 0);402;fracture;1;1;2.5931;;;-9999
LINESTRING Z (-11.125378805233387 5.302094600947051 0, -11.57812536750257 6.0411608661386555 0);403;fracture;1;1;0.8667;;;-9999
LINESTRING Z (-11.57812536750257 6.0411608661386555 0, -11.72155040900385 6.275288783589915 0);404;fracture;0;1;0.2746;;;-9999
LINESTRING Z (-11.72155040900385 6.275288783589915 0, -11.788950083626313 6.385312425842856 0);405;fracture;0;1;0.129;;;-9999
LINESTRING Z (-11.788950083626313 6.385312425842856 0, -12.391279858002225 7.368559243953498 0);406;fracture;0;1;1.1531;;;-9999
LINESTRING Z (-12.391279858002225 7.368559243953498 0, -13.41578627951594 9.040969810293195 0);407;fracture;1;1;1.9613;;;-9999
LINESTRING Z (-13.70594029975295 9.514619012602097 0, -14.39331473800068 10.636693261642737 0, -14.39331473800068 10.636693261642737 0, -14.393314738000681 10.636693261642739 0);408;fracture;1;1;1.3159;;;-9999
LINESTRING Z (-14.481529949158876 10.78069631340973 0, -15.105995405870404 11.800077555135331 0);409;fracture;1;1;1.1954;;;-9999
LINESTRING Z (-15.105995405870404 11.800077555135331 0, -15.853289235356424 13.019964585951904 0);410;fracture;1;1;1.4306;;;-9999
LINESTRING Z (-16.631201928178143 14.289834037079977 0, -16.87902593594194 14.694383467394385 0);411;fracture;1;1;0.4744;;;-9999
LINESTRING Z (-16.87902593594194 14.694383467394385 0, -17.061997147217046 14.993066794942823 0);412;fracture;0;1;0.3503;;;-9999
LINESTRING Z (-17.061997147217046 14.993066794942823 0, -17.624229832045177 15.910858878138189 0);413;fracture;1;1;1.0763;;;-9999
LINESTRING Z (-18.13217307301406 16.740028540190732 0, -18.203146038260144 16.855885243974626 0);414;fracture;1;1;0.1359;;;-9999
LINESTRING Z (-18.203146038260144 16.855885243974626 0, -18.339526649366302 17.07851379004153 0);415;fracture;0;1;0.2611;;;-9999
LINESTRING Z (-18.339526649366302 17.07851379004153 0, -18.40683004447707 17.188380265029043 0);416;fracture;0;1;0.1288;;;-9999
LINESTRING Z (-18.40683004447707 17.188380265029043 0, -18.58197691146145 17.474291084966296 0);417;fracture;0;1;0.3353;;;-9999
LINESTRING Z (-18.58197691146145 17.474291084966296 0, -18.854747949446686 17.919564200428024 0);418;fracture;1;1;0.5222;;;-9999
LINESTRING Z (8.869425358725216 -25.983962987289466 0, 7.312069105808933 -23.441725087907475 0);419;fracture;1;1;2.9813;;;-9999
LINESTRING Z (7.312069105808933 -23.441725087907475 0, 4.4509258205561135 -18.7711772400972 0);420;fracture;0;1;5.4772;;;-9999
LINESTRING Z (4.4509258205561135 -18.7711772400972 0, 4.121616271809446 -18.233610312886764 0);421;fracture;0;1;0.6304;;;-9999
LINESTRING Z (4.121616271809446 -18.233610312886764 0, 3.906976125106947 -17.883230420903672 0);422;fracture;0;1;0.4109;;;-9999
LINESTRING Z (3.906976125106947 -17.883230420903672 0, 2.4119769075300432 -15.442784528479637 0);423;fracture;0;1;2.862;;;-9999
LINESTRING Z (2.4119769075300432 -15.442784528479637 0, 1.2820952668067684 -13.598358807978146 0);424;fracture;0;1;2.163;;;-9999
LINESTRING Z (1.2820952668067684 -13.598358807978146 0, -1.5700523945380067 -8.942495471810465 0);425;fracture;0;1;5.46;;;-9999
LINESTRING Z (-1.5700523945380067 -8.942495471810465 0, -2.0631119444733486 -8.137622038290926 0);426;fracture;0;1;0.9439;;;-9999
LINESTRING Z (-2.0631119444733486 -8.137622038290926 0, -4.523222075460174 -4.121723171261107 0);427;fracture;0;1;4.7095;;;-9999
LINESTRING Z (-4.523222075460174 -4.121723171261107 0, -6.372642800563138 -1.1027174360897192 0);428;fracture;1;1;3.5404;;;-9999
LINESTRING Z (-8.159737786111068 1.8145473795540283 0, -8.319390849292509 2.0751660191313572 0);429;fracture;1;1;0.3056;;;-9999
LINESTRING Z (-8.360114009474241 2.141642755589529 0, -9.804124215988583 4.498853873611424 0);430;fracture;1;1;2.7643;;;-9999
LINESTRING Z (-10.561526615200465 5.735242195649901 0, -11.549026499354953 7.347243063422972 0);431;fracture;1;1;1.8904;;;-9999
LINESTRING Z (-11.549026499354953 7.347243063422972 0, -12.421509440804458 8.771489568462332 0);432;fracture;1;1;1.6702;;;-9999
LINESTRING Z (-12.483878418258335 8.873301069801244 0, -12.483878418258335 8.873301069801245 0, -12.483878418258335 8.873301069801245 0, -13.211827458724887 10.061609548370216 0);433;fracture;1;1;1.3936;;;-9999
LINESTRING Z (-13.211827458724887 10.061609548370216 0, -14.444514640252429 12.073855664243451 0);434;fracture;0;1;2.3598;;;-9999
LINESTRING Z (-14.444514640252429 12.073855664243451 0, -15.078320053681981 13.108483508602639 0, -15.078320053681981 13.108483508602639 0, -15.078320053681981 13.10848350860264 0);435;fracture;1;1;1.2133;;;-9999
LINESTRING Z (-15.804208634019524 14.293428479419083 0, -16.098504761716278 14.77383928335109 0);436;fracture;1;1;0.5634;;;-9999
LINESTRING Z (-16.098504761716278 14.77383928335109 0, -16.284970043465552 15.07822635297262 0);437;fracture;0;1;0.357;;;-9999
LINESTRING Z (-16.284970043465552 15.07822635297262 0, -16.341620606155097 15.170703078976056 0);438;fracture;1;1;0.1084;;;-9999
LINESTRING Z (-17.404333615638592 16.90548231385961 0, -17.63874222238592 17.28813236127071 0);439;fracture;1;1;0.4487;;;-9999
LINESTRING Z (-17.63874222238592 17.28813236127071 0, -17.817361453569536 17.579711489824717 0);440;fracture;0;1;0.3419;;;-9999
LINESTRING Z (-17.817361453569536 17.579711489824717 0, -17.89324020347625 17.703576426578497 0);441;fracture;0;1;0.1453;;;-9999
LINESTRING Z (-17.89324020347625 17.703576426578497 0, -18.006718585360662 17.88881923319187 0);442;fracture;1;1;0.2172;;;-9999
LINESTRING Z (10.566419227774611 -27.400562819593528 0, 7.950989276248039 -23.13111892485284 0, 7.950989276248039 -23.13111892485284 0, 7.9509892762480385 -23.13111892485284 0);443;fracture;1;1;5.0069;;;-9999
LINESTRING Z (7.703908509412347 -22.727782765588177 0, 7.300961313769531 -22.070009291924332 0);444;fracture;1;1;0.7714;;;-9999
LINESTRING Z (7.269949096508572 -22.019384758252574 0, 7.269949096508565 -22.019384758252563 0, 7.269949096508565 -22.019384758252563 0, 7.2447467626738495 -21.978244313921014 0, 7.2447467626738495 -21.978244313921014 0, 7.244746762673849 -21.978244313921014 0);445;fracture;1;1;0.0482;;;-9999
LINESTRING Z (6.9502090782351615 -21.497439191281874 0, 5.567663905739856 -19.240563971791477 0);446;fracture;1;1;2.6467;;;-9999
LINESTRING Z (5.567663905739856 -19.240563971791477 0, 5.023682915479767 -18.35256606675665 0);447;fracture;0;1;1.0414;;;-9999
LINESTRING Z (5.023682915479767 -18.35256606675665 0, 3.904460546820026 -16.525540607350845 0);448;fracture;0;1;2.1426;;;-9999
LINESTRING Z (3.904460546820026 -16.525540607350845 0, 3.6324333597267944 -16.081481758647676 0);449;fracture;0;1;0.5208;;;-9999
LINESTRING Z (3.6324333597267944 -16.081481758647676 0, 2.8346954368789787 -14.779249480425973 0);450;fracture;0;1;1.5272;;;-9999
LINESTRING Z (2.8346954368789787 -14.779249480425973 0, 2.552542357077222 -14.318661062357743 0);451;fracture;0;1;0.5401;;;-9999
LINESTRING Z (2.552542357077222 -14.318661062357743 0, 2.162995108353277 -13.682761744233495 0);452;fracture;0;1;0.7457;;;-9999
LINESTRING Z (2.162995108353277 -13.682761744233495 0, 0.6088915868342095 -11.145833623535106 0);453;fracture;0;1;2.9751;;;-9999
LINESTRING Z (0.6088915868342095 -11.145833623535106 0, -0.5199313364166273 -9.30313615992932 0);454;fracture;0;1;2.161;;;-9999
LINESTRING Z (-0.5199313364166273 -9.30313615992932 0, -0.9543396513919524 -8.594005362098756 0);455;fracture;0;1;0.8316;;;-9999
LINESTRING Z (-0.9543396513919524 -8.594005362098756 0, -2.8574282729942313 -5.487391823507194 0);456;fracture;0;1;3.6432;;;-9999
LINESTRING Z (-2.8574282729942313 -5.487391823507194 0, -3.881298170381522 -3.816020323055625 0);457;fracture;0;1;1.96;;;-9999
LINESTRING Z (-3.881298170381522 -3.816020323055625 0, -5.725146715640785 -0.8061106484383345 0);458;fracture;1;1;3.5298;;;-9999
LINESTRING Z (-7.317587659237656 1.793399715204331 0, -8.08907837857284 3.0527858974234934 0, -8.08907837857284 3.0527858974234934 0, -8.08907837857284 3.052785897423494 0);459;fracture;1;1;1.4769;;;-9999
LINESTRING Z (-8.462916343904167 3.6630412849839686 0, -8.954235976109944 4.465074466129893 0);460;fracture;1;1;0.9406;;;-9999
LINESTRING Z (-9.033181843182314 4.593946183757203 0, -9.598053774494657 5.516046589101346 0);461;fracture;1;1;1.0814;;;-9999
LINESTRING Z (-10.009245243719057 6.1872780655264314 0, -10.321968351325436 6.697769184485701 0);462;fracture;1;1;0.5987;;;-9999
LINESTRING Z (-10.517204571567582 7.016473987899973 0, -10.7578820761928 7.409357422657536 0);463;fracture;1;1;0.4607;;;-9999
LINESTRING Z (-10.95588842797746 7.732584205792546 0, -13.48823152672672 11.866396612442237 0);464;fracture;1;1;4.8478;;;-9999
LINESTRING Z (-14.076464725334016 12.826632093806147 0, -14.500033779467405 13.518068815755191 0);465;fracture;1;1;0.8109;;;-9999
LINESTRING Z (-14.98559217654611 14.310697321342868 0, -15.577462462550427 15.27687000648193 0);466;fracture;1;1;1.133;;;-9999
LINESTRING Z (-16.473769553234295 16.74000719885806 0, -16.55898240992587 16.879109188778653 0);467;fracture;1;1;0.1631;;;-9999
LINESTRING Z (-16.55898240992587 16.879109188778653 0, -16.838744977350395 17.33579531977996 0);468;fracture;0;1;0.5356;;;-9999
LINESTRING Z (-16.838744977350395 17.33579531977996 0, -17.32137167297066 18.123638097925145 0);469;fracture;1;1;0.9239;;;-9999
LINESTRING Z (11.947921373832742 -28.302152028202595 0, 8.73635510765415 -23.059571556992438 0);470;fracture;1;1;6.1481;;;-9999
LINESTRING Z (7.380302349711946 -20.845942717511058 0, 5.579820127230146 -17.90682449418518 0);471;fracture;1;1;3.4468;;;-9999
LINESTRING Z (5.579820127230146 -17.90682449418518 0, 4.774455428428844 -16.5921422201178 0);472;fracture;0;1;1.5418;;;-9999
LINESTRING Z (4.774455428428844 -16.5921422201178 0, 4.444102621878084 -16.05287227246909 0);473;fracture;0;1;0.6324;;;-9999
LINESTRING Z (4.444102621878084 -16.05287227246909 0, 3.123882126324713 -13.897736237890191 0);474;fracture;0;1;2.5274;;;-9999
LINESTRING Z (3.123882126324713 -13.897736237890191 0, 1.53519925510871 -11.304360574652376 0);475;fracture;0;1;3.0413;;;-9999
LINESTRING Z (1.53519925510871 -11.304360574652376 0, 1.3821205780806733 -11.054474003356187 0);476;fracture;0;1;0.293;;;-9999
LINESTRING Z (1.3821205780806733 -11.054474003356187 0, 1.118345831046973 -10.623886488422944 0);477;fracture;0;1;0.505;;;-9999
LINESTRING Z (1.118345831046973 -10.623886488422944 0, 0.4414765663479712 -9.518960949117247 0);478;fracture;0;1;1.2958;;;-9999
LINESTRING Z (0.4414765663479712 -9.518960949117247 0, -0.3190627724317546 -8.277451867687645 0);479;fracture;0;1;1.4559;;;-9999
LINESTRING Z (-0.3190627724317546 -8.277451867687645 0, -1.5376713768938204 -6.288187707367741 0);480;fracture;0;1;2.3328;;;-9999
LINESTRING Z (-1.5376713768938204 -6.288187707367741 0, -1.6516205344723192 -6.102176403623816 0);481;fracture;0;1;0.2181;;;-9999
LINESTRING Z (-1.6516205344723192 -6.102176403623816 0, -1.65187905983213 -6.101754385240783 0);482;fracture;0;1;0.0005;;;-9999
LINESTRING Z (-1.65187905983213 -6.101754385240783 0, -3.5972963651722583 -2.9260432436904855 0);483;fracture;0;1;3.7242;;;-9999
LINESTRING Z (-3.5972963651722583 -2.9260432436904855 0, -3.776494717092954 -2.6335187548932044 0);484;fracture;0;1;0.343;;;-9999
LINESTRING Z (-3.776494717092954 -2.6335187548932044 0, -3.8570266036086513 -2.502058009398679 0);485;fracture;0;1;0.1542;;;-9999
LINESTRING Z (-3.8570266036086513 -2.502058009398679 0, -4.363340145742212 -1.6755486777207507 0);486;fracture;0;1;0.9693;;;-9999
LINESTRING Z (-4.363340145742212 -1.6755486777207507 0, -4.9477154492372435 -0.7216108480006913 0);487;fracture;0;1;1.1187;;;-9999
LINESTRING Z (-4.9477154492372435 -0.7216108480006913 0, -5.121171472701869 -0.4384601713959545 0);488;fracture;1;1;0.3321;;;-9999
LINESTRING Z (-6.560970450234584 1.9118765106065498 0, -6.943663933412512 2.5365876998155685 0);489;fracture;1;1;0.7326;;;-9999
LINESTRING Z (-6.943663933412512 2.5365876998155685 0, -7.709140354297393 3.7861561043554617 0);490;fracture;1;1;1.4654;;;-9999
LINESTRING Z (-8.254145941844339 4.67582656828577 0, -9.109171346283576 6.071575282832902 0, -9.109171346283576 6.071575282832902 0, -9.109171346283576 6.071575282832903 0);491;fracture;1;1;1.6368;;;-9999
LINESTRING Z (-10.21945722458599 7.884012760567003 0, -10.476081237245483 8.30292737284841 0);492;fracture;1;1;0.4913;;;-9999
LINESTRING Z (-10.476081237245483 8.30292737284841 0, -10.739336112320883 8.732666245608266 0);493;fracture;0;1;0.504;;;-9999
LINESTRING Z (-10.739336112320883 8.732666245608266 0, -12.036638760771053 10.850391046008156 0);494;fracture;1;1;2.4835;;;-9999
LINESTRING Z (-12.313024242232906 11.301564401170477 0, -12.50437665454333 11.613929252695481 0);495;fracture;1;1;0.3663;;;-9999
LINESTRING Z (-13.463784413209497 13.180072362516977 0, -13.55888291873786 13.335311746232854 0, -13.55888291873786 13.335311746232854 0, -13.55888291873786 13.335311746232856 0);496;fracture;1;1;0.1821;;;-9999
LINESTRING Z (-14.285355848102032 14.521210611984502 0, -14.859431717357353 15.45833558207957 0);497;fracture;1;1;1.099;;;-9999
LINESTRING Z (-15.88652962321816 17.134976503362456 0, -16.003049128985154 17.325183659254638 0);498;fracture;1;1;0.2231;;;-9999
LINESTRING Z (-16.003049128985154 17.325183659254638 0, -16.47786726762592 18.100279701092315 0);499;fracture;0;1;0.909;;;-9999
LINESTRING Z (-16.47786726762592 18.100279701092315 0, -16.722314715889183 18.499317214967753 0);500;fracture;1;1;0.468;;;-9999
LINESTRING Z (12.790013076780683 -28.323204320978004 0, 10.46141928242165 -24.521993528521335 0);501;fracture;1;1;4.4578;;;-9999
LINESTRING Z (10.46141928242165 -24.521993528521335 0, 9.586372584019626 -23.093561930907754 0);502;fracture;1;1;1.6751;;;-9999
LINESTRING Z (7.370887765896647 -19.476990925018306 0, 6.138322115676687 -17.464943197596988 0);503;fracture;1;1;2.3596;;;-9999
LINESTRING Z (6.138322115676687 -17.464943197596988 0, 5.015718390379482 -15.632397990876468 0);504;fracture;0;1;2.1491;;;-9999
LINESTRING Z (5.015718390379482 -15.632397990876468 0, 4.843535644056479 -15.351325819687425 0);505;fracture;0;1;0.3296;;;-9999
LINESTRING Z (4.843535644056479 -15.351325819687425 0, 4.783666043440855 -15.253594316429327 0);506;fracture;0;1;0.1146;;;-9999
LINESTRING Z (4.783666043440855 -15.253594316429327 0, 2.45861117157539 -11.458160482757318 0);507;fracture;0;1;4.451;;;-9999
LINESTRING Z (2.45861117157539 -11.458160482757318 0, 1.9024705185653097 -10.550313069667515 0);508;fracture;0;1;1.0646;;;-9999
LINESTRING Z (1.9024705185653097 -10.550313069667515 0, 1.6995633729801225 -10.219086200673262 0);509;fracture;0;1;0.3884;;;-9999
LINESTRING Z (1.6995633729801225 -10.219086200673262 0, 0.3512774771791346 -8.018136034589633 0);510;fracture;0;1;2.5811;;;-9999
LINESTRING Z (0.3512774771791346 -8.018136034589633 0, -1.4366301827739592 -5.099544604262316 0);511;fracture;0;1;3.4227;;;-9999
LINESTRING Z (-1.4366301827739592 -5.099544604262316 0, -3.14578436593918 -2.309510832481859 0);512;fracture;0;1;3.2719;;;-9999
LINESTRING Z (-3.14578436593918 -2.309510832481859 0, -3.8892600002055615 -1.0958566469609154 0);513;fracture;0;1;1.4233;;;-9999
LINESTRING Z (-3.8892600002055615 -1.0958566469609154 0, -4.451710078671215 -0.1777096890582637 0, -4.451710078671215 -0.1777096890582637 0, -4.451710078671215 -0.1777096890582636 0);514;fracture;1;1;1.0767;;;-9999
LINESTRING Z (-5.8690176343053455 2.1359118578847465 0, -6.122409791980233 2.549550770266539 0);515;fracture;1;1;0.4851;;;-9999
LINESTRING Z (-6.122409791980233 2.549550770266539 0, -7.458014024534502 4.7297993114826165 0);516;fracture;1;1;2.5568;;;-9999
LINESTRING Z (-8.896931047427243 7.078696285321315 0, -9.048879295875798 7.326737538070819 0);517;fracture;1;1;0.2909;;;-9999
LINESTRING Z (-9.35760140364079 7.8306974003486784 0, -9.900530479844036 8.716978154425146 0);518;fracture;1;1;1.0394;;;-9999
LINESTRING Z (-9.900530479844036 8.716978154425146 0, -10.53509703745477 9.752848495214215 0);519;fracture;0;1;1.2148;;;-9999
LINESTRING Z (-10.53509703745477 9.752848495214215 0, -11.137867197783049 10.73681420205463 0);520;fracture;1;1;1.1539;;;-9999
LINESTRING Z (-13.167201806979635 14.049512465131134 0, -13.754498845065195 15.008219752317371 0);521;fracture;1;1;1.1243;;;-9999
LINESTRING Z (-13.811815699815812 15.101784137568039 0, -15.668527112017513 18.132691235077193 0);522;fracture;1;1;3.5544;;;-9999
LINESTRING Z (-15.668527112017513 18.132691235077193 0, -16.212319671965442 19.020381545314702 0);523;fracture;1;1;1.041;;;-9999
LINESTRING Z (13.63210477972862 -28.34425661375341 0, 11.004570692284638 -24.055053853299828 0);524;fracture;1;1;5.03;;;-9999
LINESTRING Z (11.004570692284638 -24.055053853299828 0, 10.469263665976797 -23.181215380222838 0);525;fracture;1;1;1.0248;;;-9999
LINESTRING Z (7.264142345922096 -17.949155678595716 0, 6.647331360845162 -16.942269643315505 0);526;fracture;1;1;1.1808;;;-9999
LINESTRING Z (6.647331360845162 -16.942269643315505 0, 6.374606249092067 -16.497071498116817 0);527;fracture;0;1;0.5221;;;-9999
LINESTRING Z (6.374606249092067 -16.497071498116817 0, 5.995808856793919 -15.878720311556817 0);528;fracture;0;1;0.7252;;;-9999
LINESTRING Z (5.995808856793919 -15.878720311556817 0, 5.9145019566198425 -15.745994429012768 0);529;fracture;0;1;0.1557;;;-9999
LINESTRING Z (5.9145019566198425 -15.745994429012768 0, 3.640159456490997 -12.033343782010451 0);530;fracture;0;1;4.3539;;;-9999
LINESTRING Z (3.640159456490997 -12.033343782010451 0, 2.699992594478338 -10.498609629901129 0);531;fracture;0;1;1.7998;;;-9999
LINESTRING Z (2.699992594478338 -10.498609629901129 0, 2.2900970258187203 -9.829493589506466 0);532;fracture;0;1;0.7847;;;-9999
LINESTRING Z (2.2900970258187203 -9.829493589506466 0, 1.9932004576381464 -9.34483781057874 0);533;fracture;0;1;0.5684;;;-9999
LINESTRING Z (1.9932004576381464 -9.34483781057874 0, 1.933369793437511 -9.247169867363292 0);534;fracture;0;1;0.1145;;;-9999
LINESTRING Z (1.933369793437511 -9.247169867363292 0, 0.9972862937092907 -7.719101420892592 0);535;fracture;0;1;1.792;;;-9999
LINESTRING Z (0.9972862937092907 -7.719101420892592 0, 0.307147242627022 -6.59251420090396 0);536;fracture;0;1;1.3212;;;-9999
LINESTRING Z (0.307147242627022 -6.59251420090396 0, 0.1897000028561277 -6.40079260633351 0);537;fracture;0;1;0.2248;;;-9999
LINESTRING Z (0.1897000028561277 -6.40079260633351 0, 0.0753040702749532 -6.214051984334901 0);538;fracture;0;1;0.219;;;-9999
LINESTRING Z (0.0753040702749532 -6.214051984334901 0, -0.4413261871050748 -5.370701583410558 0);539;fracture;0;1;0.989;;;-9999
LINESTRING Z (-0.4413261871050748 -5.370701583410558 0, -0.9124589882372013 -4.601621509126182 0);540;fracture;0;1;0.9019;;;-9999
LINESTRING Z (-0.9124589882372013 -4.601621509126182 0, -1.8051789763713928 -3.1443399249538144 0);541;fracture;0;1;1.709;;;-9999
LINESTRING Z (-1.8051789763713928 -3.1443399249538144 0, -1.948524216081503 -2.9103422764359266 0);542;fracture;0;1;0.2744;;;-9999
LINESTRING Z (-1.948524216081503 -2.9103422764359266 0, -3.709836451753242 -0.03516537982984 0);543;fracture;0;1;3.3718;;;-9999
LINESTRING Z (-3.709836451753242 -0.03516537982984 0, -3.7971123848457915 0.1073043886616811 0, -3.7971123848457915 0.1073043886616811 0, -3.7971123848457915 0.1073043886616812 0);544;fracture;1;1;0.1671;;;-9999
LINESTRING Z (-5.243636844893629 2.4686197895729514 0, -5.527256519864985 2.931602286591469 0);545;fracture;1;1;0.5429;;;-9999
LINESTRING Z (-5.527256519864985 2.931602286591469 0, -6.887745861090396 5.152473431836361 0);546;fracture;1;1;2.6045;;;-9999
